sample_id,date,hour,city,weather,cloud_cover,humidity,temperature,precipitation,solar_altitude,outdoor_lux,wavelength_380,wavelength_390,wavelength_400,wavelength_410,wavelength_420,wavelength_430,wavelength_440,wavelength_450,wavelength_460,wavelength_470,wavelength_480,wavelength_490,wavelength_500,wavelength_510,wavelength_520,wavelength_530,wavelength_540,wavelength_550,wavelength_560,wavelength_570,wavelength_580,wavelength_590,wavelength_600,wavelength_610,wavelength_620,wavelength_630,wavelength_640,wavelength_650,wavelength_660,wavelength_670,wavelength_680,wavelength_690,wavelength_700,wavelength_710,wavelength_720,wavelength_730,wavelength_740,wavelength_750,wavelength_760,wavelength_770,wavelength_780,scene,target_lux,recommended_channel_1,recommended_channel_2,recommended_channel_3,recommended_channel_4,recommended_channel_5,recommended_channel_6,recommended_channel_7
1508,2026-06-01,11,杭州,晴,0.0155,0.2958,28.57,0.0107,69.721,94639.4,0.684638,0.726424,0.768305,0.766596,0.789762,0.794485,0.828331,0.869587,0.901596,0.906636,0.934517,0.944464,0.958833,0.97749,0.969681,0.990326,0.989739,1.0,0.988601,0.972625,0.96761,0.944441,0.942872,0.940161,0.93834,0.909964,0.91343,0.894643,0.872562,0.822756,0.791972,0.768429,0.761867,0.74932,0.744322,0.738634,0.721625,0.696451,0.698167,0.647454,0.65395,学习,500,0.3108,0.2168,0.1702,0.0613,0.167,0.004,0.004
1509,2026-06-02,15,杭州,多云,0.3478,0.5065,27.31,0.0056,56.13,45440.81,0.656049,0.714895,0.798875,0.832816,0.861685,0.873551,0.906894,0.930923,0.967228,0.98183,0.999725,0.985194,0.986953,0.99357,0.998416,1.0,0.98104,0.981851,0.9648,0.947343,0.932721,0.936244,0.920257,0.918746,0.904714,0.910234,0.884456,0.836793,0.835447,0.801164,0.775523,0.728684,0.715905,0.725155,0.70127,0.723456,0.708794,0.719874,0.663417,0.628534,0.588431,休息,180,0.004,0.004,0.0893,0.004,0.2642,0.0441,0.004
1510,2026-05-24,14,杭州,晴,0.1086,0.614,30.16,0.0117,63.946,85293.22,0.683557,0.708769,0.738152,0.767168,0.784581,0.80026,0.820273,0.847441,0.882053,0.908291,0.911552,0.943598,0.971116,0.960103,0.998784,0.980192,0.990893,1.0,0.99156,0.965885,0.971627,0.960465,0.954699,0.958548,0.959042,0.935974,0.932152,0.896608,0.885429,0.843215,0.7865,0.779024,0.753956,0.746153,0.731916,0.72064,0.709151,0.689315,0.661964,0.655482,0.637084,学习,500,0.3909,0.2681,0.2246,0.0728,0.2235,0.0171,0.004
1511,2026-05-27,17,杭州,雨,0.8568,0.7249,23.84,0.3967,30.955,6844.09,0.552274,0.642561,0.75797,0.867742,0.871154,0.905941,0.93949,0.958664,0.962083,0.993274,1.0,0.983449,0.994481,0.975648,0.958455,0.928329,0.912967,0.905029,0.849515,0.82692,0.81857,0.804853,0.788088,0.783693,0.767351,0.750715,0.730103,0.72674,0.710706,0.667659,0.657122,0.631802,0.60726,0.594321,0.631031,0.623932,0.616708,0.622797,0.532354,0.489561,0.413981,阅读,400,0.8216,0.651,0.5347,0.004,0.7078,0.4533,0.004
1512,2026-05-14,10,杭州,多云,0.3624,0.7312,19.01,0.0259,63.026,49776.1,0.658053,0.714151,0.76869,0.823402,0.868642,0.874739,0.879266,0.922412,0.97229,0.973527,0.964392,0.978957,0.98787,1.0,0.985759,0.997969,0.978194,0.938992,0.957255,0.931443,0.909125,0.904419,0.888117,0.887463,0.87179,0.859424,0.861406,0.827814,0.803721,0.76152,0.75024,0.717049,0.696635,0.707637,0.684531,0.684992,0.662478,0.661404,0.642141,0.597102,0.562601,阅读,400,0.418,0.3399,0.2963,0.004,0.418,0.2505,0.004
1513,2026-06-09,15,杭州,多云,0.5048,0.5061,28.88,0.0236,56.485,42266.66,0.656129,0.713506,0.756464,0.816497,0.852486,0.867226,0.898965,0.91598,0.936301,0.959672,0.949158,0.970157,1.0,0.972567,0.974849,0.968706,0.983384,0.941043,0.95091,0.921162,0.900612,0.874019,0.907423,0.890066,0.858246,0.848297,0.840226,0.833723,0.800536,0.762137,0.744568,0.739542,0.718266,0.682064,0.686529,0.691852,0.687241,0.692478,0.635905,0.602055,0.527735,阅读,400,0.4934,0.3988,0.342,0.004,0.4723,0.2831,0.004
1514,2026-04-08,14,杭州,晴,0.1733,0.5336,27.57,0.0087,57.952,73324.51,0.670911,0.718597,0.748362,0.762029,0.769419,0.812123,0.811674,0.842519,0.870714,0.882807,0.919761,0.937856,0.952158,0.967081,0.964983,0.979244,1.0,0.987364,0.984601,0.992086,0.962524,0.950878,0.950538,0.99017,0.971021,0.957904,0.925617,0.916551,0.897672,0.847536,0.796268,0.784436,0.760572,0.754681,0.735986,0.727895,0.717946,0.700714,0.686962,0.659817,0.662531,阅读,400,0.2713,0.2046,0.1636,0.004,0.2106,0.1126,0.004
1515,2026-05-17,13,杭州,雨,0.9377,0.9135,28.77,0.6932,68.668,9283.66,0.495265,0.631422,0.737942,0.866329,0.896791,0.94551,0.945398,0.951999,0.969854,0.992807,1.0,0.965792,0.970065,0.957531,0.919906,0.933746,0.904981,0.8753,0.856725,0.837805,0.83283,0.794353,0.751857,0.793889,0.724194,0.73107,0.705483,0.686681,0.671493,0.649876,0.642196,0.596282,0.599477,0.595391,0.616784,0.589058,0.564965,0.600032,0.511969,0.442081,0.407561,休息,180,0.566,0.4683,0.4487,0.004,0.7236,0.3784,0.004
1516,2026-05-22,17,杭州,晴,0.0899,0.3829,20.01,0.006,30.374,65216.52,0.607458,0.623678,0.653396,0.671451,0.67398,0.692545,0.71139,0.73805,0.773507,0.791624,0.838595,0.840267,0.846298,0.855893,0.886671,0.893516,0.93792,0.943964,0.949265,0.965723,0.955952,0.965508,0.967659,0.98192,1.0,0.994488,0.989097,0.959921,0.91173,0.887979,0.843645,0.840338,0.815534,0.819023,0.808826,0.785737,0.788091,0.762948,0.731329,0.711702,0.698311,阅读,400,0.4248,0.3144,0.2501,0.0278,0.2544,0.1243,0.004
1517,2026-05-23,13,杭州,晴,0.0053,0.3391,26.44,0.0078,69.153,94723.19,0.703755,0.740995,0.748313,0.772596,0.783399,0.802199,0.831337,0.858938,0.896413,0.908432,0.92579,0.935639,0.96581,0.976056,0.980678,0.991041,1.0,0.998106,0.99346,0.972314,0.948766,0.944714,0.968084,0.947041,0.96033,0.941213,0.919673,0.889007,0.860904,0.830648,0.795671,0.774887,0.748859,0.741662,0.74826,0.747197,0.717721,0.705791,0.682274,0.664889,0.645688,办公,450,0.2195,0.1506,0.1094,0.0303,0.1104,0.0094,0.004
1518,2026-05-03,7,杭州,晴,0.1179,0.5543,19.56,0.016,27.282,56683.44,0.598005,0.636307,0.654666,0.669606,0.684558,0.685917,0.703949,0.743125,0.762227,0.800271,0.812926,0.823868,0.857516,0.870065,0.910106,0.920018,0.946871,0.950896,0.966228,0.976721,0.971563,0.967361,0.992741,1.0,0.993198,0.998318,0.982801,0.96634,0.937671,0.903396,0.854329,0.834905,0.831117,0.829239,0.792161,0.802563,0.799118,0.758272,0.742575,0.724965,0.687908,休息,180,0.1611,0.1154,0.1029,0.004,0.1657,0.0372,0.004
1519,2026-04-16,7,杭州,多云,0.5151,0.5677,19.43,0.0224,23.478,26561.38,0.62568,0.700256,0.773679,0.813843,0.851267,0.849604,0.860729,0.901532,0.921572,0.966376,0.969869,0.973588,0.993345,0.98013,0.980617,0.982447,0.975928,0.984237,1.0,0.992149,0.959192,0.935491,0.954003,0.965896,0.967928,0.952302,0.921749,0.924824,0.894045,0.868008,0.816001,0.811006,0.801207,0.763798,0.767889,0.748681,0.748995,0.747801,0.684388,0.672907,0.627152,学习,500,0.768,0.5853,0.472,0.0524,0.536,0.2885,0.004
1520,2026-06-18,16,杭州,阴,0.6778,0.744,21.29,0.0605,45.586,18410.25,0.588846,0.654576,0.761551,0.82695,0.870669,0.894595,0.940022,0.941369,0.958484,0.994297,0.992399,0.986035,0.978933,1.0,0.95923,0.938561,0.942537,0.925145,0.927226,0.89323,0.883653,0.820716,0.838275,0.85299,0.809072,0.807204,0.80578,0.767357,0.760354,0.715781,0.69866,0.688489,0.652202,0.648821,0.667737,0.64155,0.649836,0.656474,0.591333,0.539426,0.501229,办公,450,0.7742,0.6083,0.4779,0.004,0.5886,0.3967,0.004
1521,2026-05-17,15,杭州,晴,0.1244,0.2958,26.36,0.0093,54.734,81758.6,0.658451,0.693463,0.742456,0.755958,0.761065,0.794994,0.803821,0.836508,0.854078,0.878398,0.895146,0.914064,0.931524,0.947434,0.969768,0.973659,1.0,0.993661,0.97998,0.984222,0.970923,0.976096,0.970418,0.966132,0.982009,0.962709,0.948356,0.935484,0.900174,0.859134,0.821555,0.7758,0.762119,0.771157,0.759573,0.75431,0.749636,0.715892,0.685666,0.666225,0.647462,学习,500,0.4289,0.3083,0.2423,0.0843,0.2313,0.019,0.004
1522,2026-06-26,6,杭州,阴,0.8873,0.5974,12.9,0.1169,17.272,10329.32,0.565392,0.672885,0.719901,0.841179,0.861843,0.881933,0.890352,0.93862,0.973129,0.999234,0.999887,0.996045,1.0,0.995944,0.947337,0.95368,0.918026,0.928729,0.899095,0.880764,0.859769,0.810971,0.807319,0.838096,0.805912,0.818562,0.785593,0.745232,0.725084,0.711307,0.684578,0.678557,0.671485,0.665886,0.660007,0.665823,0.66313,0.62944,0.55728,0.515316,0.466475,学习,500,0.8732,0.6746,0.5302,0.0285,0.6251,0.3918,0.004
1523,2026-06-16,13,杭州,晴,0.1016,0.4484,25.82,0.0105,70.212,88986.02,0.699284,0.719963,0.749218,0.777714,0.775887,0.812287,0.83676,0.874343,0.907279,0.907249,0.931514,0.945012,0.973848,0.966094,0.962447,0.98244,1.0,0.997647,0.987066,0.973326,0.966079,0.957721,0.951036,0.945585,0.945104,0.929879,0.927752,0.892979,0.854732,0.849086,0.785145,0.756101,0.73718,0.733909,0.740476,0.708495,0.712249,0.691011,0.669452,0.641455,0.638507,办公,450,0.2555,0.1843,0.1429,0.024,0.1511,0.0371,0.004
1524,2026-04-29,8,杭州,多云,0.4486,0.5543,24.54,0.039,40.487,37386.53,0.632835,0.708347,0.75411,0.789571,0.848827,0.847685,0.879792,0.907002,0.923065,0.936812,0.972157,0.978426,0.97776,0.994943,0.983343,0.998023,1.0,0.989623,0.971882,0.940981,0.944403,0.921826,0.931099,0.939637,0.91408,0.892081,0.899871,0.870641,0.863727,0.815435,0.784642,0.763843,0.752673,0.717186,0.726478,0.743743,0.713482,0.711323,0.667478,0.620161,0.584787,学习,500,0.6871,0.5237,0.42,0.0509,0.4832,0.2514,0.004
1525,2026-04-27,12,杭州,阴,0.7353,0.7496,29.56,0.0092,68.408,21000.68,0.584858,0.662934,0.774188,0.854803,0.863999,0.890648,0.905403,0.952912,0.985968,0.962592,0.997599,1.0,0.96397,0.944141,0.962111,0.945953,0.929878,0.929948,0.889932,0.905192,0.831033,0.821878,0.808136,0.806398,0.816822,0.769479,0.755447,0.738368,0.721668,0.699457,0.668033,0.636927,0.640378,0.653895,0.642985,0.621449,0.625021,0.626589,0.579541,0.535067,0.46405,休息,180,0.3162,0.2798,0.3052,0.004,0.5595,0.265,0.004
1526,2026-04-11,6,杭州,多云,0.5338,0.4908,14.51,0.0168,6.333,12575.05,0.624905,0.662418,0.738679,0.786074,0.770064,0.830727,0.854072,0.878492,0.903589,0.899808,0.94172,0.950015,0.923123,0.949285,0.961559,1.0,0.972327,0.980266,0.969423,0.974917,0.988293,0.950184,0.976806,0.961526,0.999917,0.9707,0.956432,0.931347,0.917297,0.864535,0.856408,0.823702,0.808875,0.838062,0.823112,0.816108,0.797499,0.779362,0.745312,0.680961,0.636104,休息,180,0.5269,0.4294,0.3963,0.004,0.6168,0.3296,0.004
1527,2026-04-14,16,杭州,阴,0.8862,0.6221,28.44,0.0088,37.423,13115.54,0.561228,0.674635,0.757817,0.846244,0.873002,0.861764,0.913194,0.938202,0.962531,0.985171,0.974177,1.0,0.963021,0.980452,0.953446,0.965979,0.93787,0.900307,0.900115,0.883822,0.861173,0.845571,0.824579,0.809409,0.783263,0.802857,0.785704,0.786203,0.734884,0.714981,0.690127,0.682184,0.650112,0.652868,0.646911,0.653689,0.670951,0.638475,0.555427,0.501205,0.474576,办公,450,0.8214,0.6432,0.5022,0.004,0.6174,0.4194,0.004
1528,2026-06-24,9,杭州,多云,0.4439,0.6817,24.68,0.0198,56.696,44233.29,0.658147,0.717611,0.77714,0.838114,0.851534,0.88081,0.932367,0.964897,0.988902,0.978752,1.0,0.999609,0.991587,0.980479,0.979558,0.99925,0.974463,0.972084,0.973137,0.923237,0.951718,0.920103,0.906416,0.897917,0.904515,0.875421,0.88656,0.858869,0.811984,0.78744,0.774597,0.741219,0.719148,0.705373,0.708025,0.698545,0.70012,0.68424,0.637757,0.624109,0.57803,学习,500,0.6115,0.4785,0.3874,0.0359,0.4449,0.2443,0.004
1529,2026-05-01,10,杭州,多云,0.4027,0.5394,22.19,0.0127,61.474,44176.79,0.645665,0.698743,0.762878,0.834461,0.832503,0.863933,0.896966,0.914845,0.945428,0.945373,0.973973,0.978977,0.991178,0.988152,0.975608,1.0,0.971592,0.966287,0.932798,0.916725,0.903717,0.87687,0.880255,0.873987,0.880199,0.869982,0.842053,0.815543,0.814728,0.747549,0.719091,0.720723,0.701408,0.692148,0.670003,0.675156,0.694671,0.68382,0.64039,0.584137,0.551701,阅读,400,0.4744,0.3824,0.3238,0.004,0.4532,0.2825,0.004
1530,2026-04-05,13,杭州,晴,0.1397,0.5306,27.39,0.0048,63.422,82075.09,0.66077,0.718831,0.731868,0.769899,0.766337,0.789996,0.804608,0.849773,0.878846,0.901986,0.926066,0.937652,0.961545,0.944537,0.989392,0.98674,0.97933,0.995641,1.0,0.984044,0.950856,0.951608,0.956205,0.94928,0.951033,0.941853,0.910345,0.908491,0.86623,0.82851,0.784107,0.762483,0.757436,0.741997,0.739266,0.722176,0.710834,0.680196,0.680253,0.654955,0.640453,休息,180,0.0594,0.0371,0.0826,0.004,0.2344,0.0339,0.004
1531,2026-05-25,18,杭州,多云,0.2985,0.4759,25.05,0.056,15.679,27998.53,0.625113,0.684677,0.731879,0.774429,0.798716,0.7943,0.813629,0.843377,0.874076,0.872854,0.923464,0.919112,0.935393,0.934244,0.963938,0.957443,0.962834,0.980791,0.988792,0.978841,0.988028,0.997612,0.989087,0.965799,0.995736,1.0,0.978395,0.969362,0.944077,0.897384,0.89498,0.853067,0.83854,0.840892,0.810176,0.836859,0.798525,0.819277,0.766251,0.695353,0.666578,办公,450,0.738,0.5642,0.4537,0.043,0.5217,0.2894,0.004
1532,2026-06-04,8,杭州,多云,0.5859,0.7188,20.56,0.0338,45.069,32218.54,0.647641,0.709745,0.760408,0.838524,0.838454,0.849756,0.884475,0.911871,0.921009,0.922525,0.990136,0.99097,1.0,0.994467,0.977033,0.977753,0.967125,0.974395,0.961874,0.935967,0.929948,0.926463,0.903725,0.88387,0.898724,0.865785,0.854957,0.847427,0.824851,0.7874,0.743155,0.769458,0.711488,0.716401,0.697402,0.686881,0.692769,0.678243,0.644102,0.592673,0.560976,学习,500,0.7222,0.5486,0.4451,0.0412,0.5178,0.2816,0.004
1533,2026-04-18,17,杭州,晴,0.1535,0.4534,24.71,0.0075,23.968,54767.0,0.615003,0.61911,0.648448,0.654829,0.642321,0.683922,0.7123,0.736215,0.782731,0.777925,0.793922,0.836953,0.859874,0.88096,0.881203,0.907008,0.917759,0.972083,0.95453,0.957028,0.969851,0.976171,0.991931,0.996184,0.998158,1.0,0.98792,0.989607,0.947384,0.918625,0.873727,0.828598,0.847155,0.827165,0.816694,0.778923,0.783466,0.78311,0.755835,0.715755,0.706022,休息,180,0.1657,0.1135,0.1133,0.004,0.1556,0.0391,0.004
1534,2026-05-08,12,杭州,晴,0.1089,0.5232,24.75,0.002,69.638,91181.79,0.680662,0.708451,0.762246,0.769695,0.782994,0.796253,0.808693,0.855189,0.893451,0.906746,0.919779,0.94075,0.960606,0.946155,0.970053,0.978607,1.0,0.995742,0.966736,0.981654,0.953636,0.929458,0.928635,0.954145,0.941918,0.917843,0.924815,0.892598,0.852561,0.821573,0.774608,0.77407,0.727607,0.718215,0.725175,0.740972,0.688087,0.695606,0.669789,0.654338,0.642879,阅读,400,0.162,0.1239,0.093,0.004,0.1435,0.0656,0.004
1535,2026-05-07,11,杭州,多云,0.4888,0.6357,26.61,0.0185,67.686,45800.16,0.629473,0.731778,0.777578,0.831138,0.870448,0.885726,0.882942,0.938456,0.961403,0.942254,0.985398,0.979161,1.0,0.975289,0.984076,0.970671,0.961517,0.931736,0.956577,0.939611,0.907437,0.895694,0.872713,0.888231,0.870347,0.856126,0.856421,0.801049,0.7667,0.765884,0.729241,0.6956,0.697816,0.693078,0.694525,0.664929,0.666354,0.666925,0.638616,0.597741,0.541877,办公,450,0.549,0.4322,0.35,0.004,0.4323,0.2731,0.004
1536,2026-04-27,11,杭州,晴,0.2018,0.6064,27.98,0.0022,66.511,79234.37,0.677498,0.708586,0.735555,0.759017,0.797991,0.786962,0.829284,0.861069,0.873111,0.910209,0.925734,0.937313,0.946356,0.96237,0.977066,0.971377,1.0,0.993935,0.958548,0.970436,0.981018,0.953114,0.939012,0.952788,0.921167,0.934823,0.9094,0.890519,0.845122,0.817423,0.758859,0.750663,0.741173,0.742217,0.748527,0.705608,0.707117,0.685581,0.665746,0.649657,0.627144,办公,450,0.3367,0.2476,0.1855,0.0075,0.2122,0.1001,0.004
1537,2026-04-09,6,杭州,阴,0.8721,0.8009,18.65,0.0415,5.762,5067.96,0.589011,0.670439,0.76931,0.84552,0.889942,0.879711,0.912836,0.951476,0.98279,0.987524,1.0,0.976682,0.988484,0.991907,0.981688,0.954749,0.945874,0.941474,0.937119,0.93823,0.871687,0.872829,0.844971,0.850467,0.835237,0.834536,0.782158,0.786017,0.767933,0.742827,0.719521,0.696734,0.699586,0.692799,0.665131,0.656871,0.663903,0.668583,0.598967,0.522851,0.493231,学习,500,0.9157,0.7073,0.5552,0.0341,0.6551,0.4004,0.004
1538,2026-05-16,13,杭州,晴,0.058,0.3084,25.36,0.0185,68.579,94597.53,0.675581,0.71354,0.743113,0.754654,0.769977,0.784097,0.816767,0.854908,0.881526,0.90687,0.916812,0.947952,0.946253,0.941894,0.959993,1.0,0.963903,0.981694,0.993575,0.951364,0.963213,0.953135,0.933434,0.919348,0.939112,0.923294,0.906325,0.891689,0.856554,0.807606,0.786812,0.764976,0.75127,0.750967,0.715032,0.731689,0.70563,0.695691,0.682417,0.6484,0.632815,阅读,400,0.1706,0.1232,0.1084,0.004,0.16,0.0521,0.004
1539,2026-04-20,16,杭州,晴,0.1785,0.3631,25.06,0.0092,38.714,72159.45,0.639034,0.655432,0.698987,0.719326,0.703181,0.706506,0.753124,0.782076,0.823885,0.832596,0.85287,0.896495,0.909287,0.898684,0.945194,0.963229,0.959539,0.967361,0.956945,0.960999,0.968557,0.962726,0.968363,0.982568,1.0,0.970942,0.95827,0.942542,0.912774,0.897932,0.843319,0.827164,0.82827,0.811046,0.78348,0.769105,0.749092,0.743129,0.701534,0.716469,0.664052,阅读,400,0.3546,0.24,0.215,0.0512,0.2298,0.0534,0.004
1540,2026-06-30,7,杭州,晴,0.1617,0.4447,18.94,0.0155,32.059,62661.44,0.620583,0.642038,0.674639,0.695845,0.689493,0.71197,0.714313,0.7783,0.78066,0.797958,0.830929,0.858583,0.873418,0.904763,0.913536,0.932451,0.949878,0.982188,0.968602,1.0,0.992417,0.960594,0.989018,0.982584,0.995232,0.974039,0.97777,0.987146,0.922143,0.902416,0.860026,0.825012,0.826117,0.800068,0.796157,0.787321,0.782256,0.748994,0.752008,0.686742,0.675227,学习,500,0.6253,0.4353,0.3796,0.144,0.3797,0.004,0.004
1541,2026-05-09,16,杭州,多云,0.6157,0.4829,29.06,0.0727,42.19,32479.8,0.629576,0.690424,0.769879,0.798899,0.834785,0.849598,0.868796,0.926359,0.910841,0.955187,0.967936,0.964397,1.0,0.982146,0.966955,0.982427,0.963439,0.956707,0.965682,0.943117,0.934329,0.874695,0.905207,0.916446,0.875808,0.88296,0.862757,0.855113,0.813201,0.8024,0.760379,0.778546,0.734203,0.752733,0.725878,0.705924,0.703225,0.698093,0.618558,0.617422,0.562548,学习,500,0.7226,0.5501,0.4472,0.0502,0.5176,0.2722,0.004
1542,2026-05-12,8,杭州,多云,0.4798,0.5446,23.91,0.0168,42.641,40980.34,0.636471,0.710795,0.764052,0.81567,0.829955,0.837223,0.884294,0.901774,0.941217,0.945085,0.947997,0.962469,0.980983,0.975434,0.969365,1.0,0.959661,0.986497,0.974097,0.957098,0.940429,0.909485,0.906071,0.933776,0.91803,0.901532,0.87328,0.848911,0.81964,0.795916,0.772425,0.755356,0.754673,0.759276,0.746264,0.705374,0.703364,0.691237,0.675421,0.629912,0.572115,阅读,400,0.5139,0.4132,0.3457,0.004,0.4702,0.2807,0.004
1543,2026-07-01,17,杭州,多云,0.5215,0.6303,27.0,0.0307,32.015,31168.43,0.647571,0.703357,0.782178,0.839232,0.83492,0.882007,0.884134,0.917068,0.954896,0.980379,0.982484,0.981154,0.979039,0.993185,1.0,0.998694,0.988937,0.977626,0.981882,0.958298,0.931281,0.931282,0.932165,0.925669,0.934743,0.906213,0.892743,0.903446,0.872457,0.833488,0.817701,0.766253,0.770647,0.750655,0.767063,0.743989,0.721058,0.740889,0.674595,0.620806,0.612344,学习,500,0.7245,0.5575,0.4438,0.0481,0.5078,0.2839,0.004
1544,2026-05-18,7,杭州,阴,0.8717,0.7298,15.78,0.1612,29.838,12030.7,0.576098,0.684211,0.773925,0.844324,0.886684,0.918034,0.909086,0.957485,0.966675,0.975664,0.986923,1.0,0.966792,0.978978,0.964684,0.958922,0.942009,0.917303,0.937,0.851,0.877652,0.860896,0.840851,0.833598,0.828415,0.7986,0.784456,0.764694,0.752335,0.727297,0.680377,0.675545,0.654699,0.642631,0.645056,0.632137,0.618342,0.641348,0.596935,0.520812,0.479962,阅读,400,0.7716,0.6143,0.5069,0.004,0.6748,0.4272,0.004
1545,2026-05-08,12,杭州,阴,0.7033,0.7703,27.01,0.0721,69.638,20883.05,0.584301,0.683369,0.770269,0.855591,0.874889,0.907283,0.905031,0.935353,0.950427,0.969639,1.0,0.971005,0.966877,0.946498,0.966625,0.94479,0.947993,0.930169,0.876963,0.868849,0.865066,0.820691,0.829552,0.773219,0.793976,0.773087,0.778314,0.738694,0.730338,0.700788,0.659876,0.662231,0.645215,0.611371,0.634067,0.617904,0.626803,0.620006,0.578772,0.525822,0.450029,阅读,400,0.6857,0.5521,0.4579,0.004,0.6235,0.3927,0.004
1546,2026-04-09,6,杭州,多云,0.3111,0.7086,18.28,0.0336,5.762,14813.56,0.612414,0.631758,0.688929,0.726633,0.731852,0.71645,0.761677,0.771567,0.811229,0.836774,0.884055,0.8827,0.877956,0.909469,0.928196,0.93938,0.951797,0.955466,0.973007,0.973486,0.977886,0.981603,0.988021,0.988393,0.990526,1.0,0.971715,0.934335,0.917917,0.884895,0.882616,0.851971,0.844368,0.832853,0.832924,0.826209,0.81388,0.802508,0.767472,0.729266,0.660876,阅读,400,0.7761,0.608,0.4933,0.004,0.634,0.4046,0.004
1547,2026-04-14,16,杭州,阴,0.6807,0.6992,23.93,0.1031,37.423,17006.1,0.568854,0.678588,0.745725,0.837485,0.853862,0.864459,0.890415,0.946005,0.958335,0.924658,0.966751,0.989747,0.983755,1.0,0.960813,0.95972,0.930824,0.907345,0.915871,0.886775,0.909064,0.849753,0.840685,0.838759,0.841165,0.82814,0.778616,0.798431,0.754954,0.695488,0.707053,0.673971,0.690914,0.672686,0.678318,0.676232,0.649835,0.65418,0.611589,0.543951,0.473718,学习,500,0.8256,0.6368,0.5057,0.0303,0.5958,0.3607,0.004
1548,2026-04-20,9,杭州,晴,0.0253,0.3955,20.64,0.0064,50.76,88549.46,0.667591,0.694875,0.736997,0.753187,0.75145,0.769033,0.784034,0.826486,0.856523,0.867034,0.882428,0.911505,0.941565,0.952875,0.956481,0.998842,0.97573,0.997776,0.989235,1.0,0.978971,0.972373,0.985076,0.979369,0.98842,0.97369,0.935935,0.958063,0.913147,0.869439,0.848677,0.799171,0.783558,0.770705,0.774422,0.759202,0.748191,0.72119,0.708437,0.699148,0.687908,阅读,400,0.2014,0.1416,0.1045,0.0122,0.1173,0.0335,0.004
1549,2026-04-26,13,杭州,多云,0.52,0.4786,25.84,0.0755,66.384,43133.81,0.648886,0.68228,0.776926,0.856847,0.844579,0.848607,0.890239,0.919824,0.96548,1.0,0.979374,0.972585,0.970407,0.99755,0.990788,0.991014,0.962203,0.97804,0.945563,0.916671,0.881369,0.885204,0.875667,0.862751,0.874033,0.848527,0.82928,0.808907,0.777242,0.759161,0.731976,0.714372,0.709332,0.716996,0.705879,0.668211,0.690786,0.684007,0.639668,0.584176,0.567102,阅读,400,0.4796,0.389,0.3281,0.004,0.464,0.2885,0.004
1550,2026-05-28,13,杭州,多云,0.5633,0.7685,29.81,0.0617,69.493,40428.77,0.645665,0.710079,0.773636,0.839684,0.873344,0.868041,0.909476,0.900443,0.951264,0.982573,0.996174,0.974831,0.994533,1.0,0.976577,0.95992,0.955794,0.941422,0.955747,0.929731,0.903866,0.882437,0.897731,0.874152,0.872493,0.844312,0.823358,0.828535,0.789222,0.759621,0.731969,0.717067,0.704788,0.668112,0.673902,0.658827,0.667851,0.653617,0.616177,0.578432,0.538353,学习,500,0.645,0.4979,0.3996,0.0199,0.4646,0.2842,0.004
1551,2026-04-18,14,杭州,多云,0.3091,0.7471,27.81,0.0181,59.584,46429.53,0.670054,0.703279,0.763188,0.818264,0.850765,0.866651,0.888699,0.929784,0.921643,0.959957,0.97295,0.981633,0.983744,0.986564,0.987212,1.0,0.980199,0.946449,0.959249,0.931432,0.908777,0.884777,0.889209,0.889521,0.888741,0.856775,0.847554,0.824516,0.796202,0.754534,0.729365,0.714147,0.710117,0.693362,0.677889,0.682727,0.665086,0.679296,0.65337,0.603228,0.574457,阅读,400,0.4556,0.3663,0.3157,0.004,0.446,0.2623,0.004
1552,2026-04-06,7,杭州,多云,0.468,0.6456,15.05,0.0214,20.883,27023.84,0.615621,0.678334,0.726823,0.786997,0.811814,0.822983,0.860386,0.864952,0.898008,0.931307,0.919213,0.958792,0.973015,0.947625,1.0,0.970247,0.95499,0.962496,0.970511,0.959003,0.944279,0.931592,0.927934,0.968305,0.950234,0.951643,0.913467,0.900657,0.866479,0.842362,0.832009,0.788664,0.778117,0.762945,0.775722,0.75156,0.766322,0.735309,0.728069,0.668554,0.608384,学习,500,0.7719,0.5863,0.4734,0.055,0.5372,0.2849,0.004
1553,2026-04-28,12,杭州,晴,0.1235,0.6054,21.68,0.0077,68.528,86529.16,0.702343,0.729889,0.747091,0.781129,0.806511,0.792633,0.818593,0.862214,0.910075,0.899859,0.93781,0.956266,0.964624,0.961715,0.987114,0.982906,1.0,0.991188,0.998689,0.984155,0.958402,0.965673,0.955536,0.959902,0.954954,0.951961,0.929874,0.903409,0.849011,0.825822,0.767393,0.749649,0.757333,0.732549,0.740837,0.712419,0.706653,0.696302,0.691208,0.667395,0.634308,办公,450,0.2747,0.1958,0.1426,0.004,0.1501,0.0731,0.004
1554,2026-05-29,10,杭州,晴,0.1104,0.3516,23.28,0.0115,64.308,89010.84,0.673959,0.726639,0.741755,0.783257,0.783025,0.791369,0.796053,0.854397,0.8864,0.907735,0.930022,0.935813,0.958996,0.956636,0.985496,0.994117,0.99353,1.0,0.986355,0.977715,0.964168,0.96953,0.956638,0.948311,0.952609,0.939245,0.929314,0.903182,0.861924,0.829323,0.801058,0.790914,0.744532,0.758065,0.762611,0.746584,0.723472,0.706318,0.693851,0.681587,0.653638,学习,500,0.3641,0.2497,0.1999,0.0627,0.1965,0.0166,0.004
